airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-06-27,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No info,8907
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,No info,14939
Indigo,2019-05-21,Delhi,Cochin,11:55:00,18:10:00,375,1.0,No info,6442
Jet Airways,2019-04-01,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,4544
Air India,2019-05-09,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No info,11281
Jet Airways,2019-05-12,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4030
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No info,10786
Jet Airways,2019-04-21,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,16:20:00,1575,1.0,In-flight meal not included,10844
Indigo,2019-03-24,Banglore,New Delhi,13:00:00,15:50:00,170,0.0,No info,8033
Indigo,2019-05-18,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4804
Air India,2019-03-18,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,5674
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,21:20:00,855,2.0,No info,8291
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,21:20:00,1350,1.0,No info,17471
Spicejet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-03-06,Mumbai,Hyderabad,19:50:00,16:50:00,1260,2.0,No info,24210
Jet Airways,2019-06-24,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,8016
Jet Airways,2019-06-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4050
Multiple Carriers,2019-05-18,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,13727
Jet Airways,2019-06-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Indigo,2019-06-24,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No info,6442
Jet Airways,2019-04-21,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,5198
Spicejet,2019-04-24,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No info,5583
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,2820,2.0,No info,20064
Multiple Carriers,2019-06-27,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No info,15965
Multiple Carriers,2019-03-03,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No info,11265
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,23:35:00,1630,1.0,No info,12692
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:00:00,16:50:00,1610,1.0,No info,19595
Jet Airways,2019-05-27,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,No info,13059
Multiple Carriers,2019-05-18,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No info,9627
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,No info,14714
Indigo,2019-03-15,Banglore,New Delhi,13:00:00,15:50:00,170,0.0,No info,6144
Air India,2019-03-24,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No info,2575
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4050
Indigo,2019-05-21,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No info,4823
Air Asia,2019-04-03,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No info,4483
Indigo,2019-04-06,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No info,4823
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,10368
Air Asia,2019-06-06,Kolkata,Banglore,15:10:00,23:30:00,500,2.0,No info,6810
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,10:45:00,865,1.0,No info,8452
Air India,2019-05-01,Kolkata,Banglore,09:25:00,13:45:00,1700,2.0,No info,15532
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No info,9345
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No info,13941
Air India,2019-03-09,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No info,16754
Spicejet,2019-04-01,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No info,8266
Spicejet,2019-04-15,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5726
Indigo,2019-05-03,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No info,2754
Jet Airways,2019-06-03,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,5769
Indigo,2019-05-15,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No info,8618
Multiple Carriers,2019-05-21,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No info,14848
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,09:00:00,1445,1.0,In-flight meal not included,13712
Indigo,2019-06-01,Banglore,Delhi,00:25:00,03:15:00,170,0.0,No info,4077
Jet Airways,2019-04-24,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No info,7229
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,04:25:00,900,2.0,No info,16704
Air Asia,2019-06-09,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No info,7870
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,10262
Jet Airways,2019-03-09,Delhi,Cochin,13:45:00,04:25:00,880,2.0,No info,17019
Jet Airways,2019-06-03,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,15812
Indigo,2019-03-09,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No info,6674
Spicejet,2019-03-24,Mumbai,Hyderabad,13:10:00,14:30:00,80,0.0,No info,2753
Vistara,2019-03-09,Banglore,New Delhi,16:10:00,18:50:00,160,0.0,No info,7923
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,09:20:00,865,1.0,No info,14388
Indigo,2019-04-09,Kolkata,Banglore,19:35:00,00:10:00,275,1.0,No info,4860
Multiple Carriers,2019-03-06,Delhi,Cochin,11:40:00,19:15:00,455,1.0,No info,15353
Indigo,2019-03-03,Delhi,Cochin,10:45:00,01:35:00,890,1.0,No info,14871
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,In-flight meal not included,10262
Air Asia,2019-04-21,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No info,7452
Indigo,2019-04-01,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No info,4174
